"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","Population","Violence_per_million_people"
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,382,1162233,328.677640369874
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,1013,1162233,871.598035849954
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,382,1162233,328.677640369874
"eswatini","2019-10",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,1013,1162233,871.598035849954
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,334,1162233,287.377832155859
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,693,1162233,596.26598108985
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,334,1162233,287.377832155859
"eswatini","2019-11",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,693,1162233,596.26598108985
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,427,1162233,367.396210570514
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,795,1162233,684.028073544633
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,427,1162233,367.396210570514
"eswatini","2019-12",NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,795,1162233,684.028073544633
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,459,1162233,394.929416046524
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,961,1162233,826.856576951437
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,459,1162233,394.929416046524
"eswatini","2020-01",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,961,1162233,826.856576951437
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,393,1162233,338.142179752253
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,921,1162233,792.440070106424
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,393,1162233,338.142179752253
"eswatini","2020-02",0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,921,1162233,792.440070106424
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,329,1162233,283.075768800232
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,743,1162233,639.286614646117
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,329,1162233,283.075768800232
"eswatini","2020-03",5,10,0,0,5,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,743,1162233,639.286614646117
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,220,1162233,189.290787647572
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,573,1162233,493.016460554811
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,306,1162233,263.286277364349
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,547,1162233,470.645731105553
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,306,1162233,263.286277364349
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,547,1162233,470.645731105553
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,306,1162233,263.286277364349
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,547,1162233,470.645731105553
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,331,1162233,284.796594142483
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,733,1162233,630.682487934863
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,331,1162233,284.796594142483
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,733,1162233,630.682487934863
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,295,1162233,253.821737981971
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,597,1162233,513.666364661819
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,295,1162233,253.821737981971
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,597,1162233,513.666364661819
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,301,1162233,258.984214008723
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,685,1162233,589.382679720848
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,301,1162233,258.984214008723
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,685,1162233,589.382679720848
"georgia","2019-10",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,452,3987805,113.34556228301
"georgia","2019-11",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,370,3987805,92.7828717803403
"georgia","2019-12",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,454,3987805,113.847091319661
"georgia","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,481,3987805,120.617733314442
"georgia","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,452,3987805,113.34556228301
"georgia","2020-03",23,33,0,0,49,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,466,3987805,116.856265539564
"georgia","2020-04",30,90,1.581141,7,86,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA,3987805,NA
"georgia","2020-05",31,78,1.581141,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA,3987805,NA
"georgia","2020-06",30,44,0.7905705,30,60,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA,3987805,NA
"georgia","2020-07",31,31,0.527047,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA,3987805,NA
"georgia","2020-08",31,31,0.527047,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA,3987805,NA
"greece","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,469,10413936,45.035805866293
"greece","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,179,10413936,17.1885058636811
"greece","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,389,10413936,37.353792072469
"greece","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,177,10413936,16.9964555188355
"greece","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,424,10413936,40.714673107267
"greece","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,211,10413936,20.2613113812107
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,391,10413936,37.5458424173146
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,202,10413936,19.3970848294055
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,365,10413936,35.0491879343219
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,172,10413936,16.5163296567215
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,350,10413936,33.6088103479799
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,167,10413936,16.0362037946075
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,335,10413936,32.1684327616379
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,157,10413936,15.0759520703795
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,412,10413936,39.5623710381934
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,271,10413936,26.0228217265787
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,491,10413936,47.1483596595946
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,306,10413936,29.3837027613767
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,609,10413936,58.479330005485
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,373,10413936,35.8173893137043
"greece","2020-08",31,31,6.05046202,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,NA,10413936,NA
"greece","2020-08",31,31,6.05046202,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,NA,10413936,NA
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,74,17971382,4.11765772938331
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,14,17971382,0.779016327180625
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,60,17971382,3.33864140220268
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,76,17971382,4.22894577612339
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,17,17971382,0.945948397290759
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,59,17971382,3.28299737883264
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,75,17971382,4.17330175275335
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,11,17971382,0.612084257070491
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,64,17971382,3.56121749568286
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,56,17971382,3.1160653087225
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,7,17971382,0.389508163590313
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,49,17971382,2.72655714513219
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,86,17971382,4.78538600982384
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,12,17971382,0.667728280440536
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,74,17971382,4.11765772938331
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,97,17971382,5.39747026689433
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16,17971382,0.890304373920715
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81,17971382,4.50716589297362
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,113,17971382,6.28777464081505
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,24,17971382,1.33545656088107
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,89,17971382,4.95231807993397
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,116,17971382,6.45470671092518
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,20,17971382,1.11288046740089
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,96,17971382,5.34182624352429
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,128,17971382,7.12243499136572
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16,17971382,0.890304373920715
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,112,17971382,6.232130617445
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,132,17971382,7.3450110848459
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,15,17971382,0.83466035055067
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81,17971382,4.50716589297362
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,120,17971382,6.67728280440536
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,17,17971382,0.945948397290759
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,92,17971382,5.11925015004411
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,189,787215,240.086888588251
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,39,787215,49.5417389150359
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,150,787215,190.545149673215
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,147,787215,186.734246679751
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,19,787215,24.1357189586072
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,128,787215,162.598527721144
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,182,787215,231.194781603501
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,28,787215,35.5684279390001
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,154,787215,195.626353664501
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,133,787215,168.950032710251
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,35,787215,44.4605349237502
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,98,787215,124.489497786501
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,95,787215,120.678594793036
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,20,787215,25.4060199564287
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,75,787215,95.2725748366075
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,114,787215,144.814313751643
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,28,787215,35.5684279390001
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,86,787215,109.245885812643
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,103,787215,130.841002775608
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,24,787215,30.4872239477144
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,79,787215,100.353778827893
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,787215,NA
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA,787215,NA
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA,787215,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,787215,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA,787215,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA,787215,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,787215,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA,787215,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA,787215,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA,787215,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA,787215,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA,787215,NA
"iceland","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,68,341628,199.04691652909
"iceland","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,92,341628,269.29876942171
"iceland","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,83,341628,242.954324586978
"iceland","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,82,341628,240.027164049785
"iceland","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,76,341628,222.46420082663
"iceland","2020-03",0,0,5.258702,22,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77,341628,225.391361363823
"iceland","2020-04",0,0,21.034808,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,102,341628,298.570374793635
"iceland","2020-05",0,0,0,62,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,107,341628,313.206177479598
"iceland","2020-06",0,0,0,60,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,91,341628,266.371608884518
"iceland","2020-07",0,0,0,62,1,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77,341628,225.391361363823
"iceland","2020-08",0,0,0,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,79,341628,231.245682438208
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,1882408,7.43728245948806
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,0,1882408,0
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,13,1882408,6.90604799809606
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,14,1882408,7.43728245948806
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,1882408,7.43728245948806
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7,1882408,3.71864122974403
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,13,1882408,6.90604799809606
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10,1882408,5.31234461392004
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,1882408,5.84357907531205
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,4,1882408,2.12493784556802
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,5,1882408,2.65617230696002
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6,1882408,3.18740676835203
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12,1882408,6.37481353670405
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3,1882408,1.59370338417601
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10,1882408,5.31234461392004
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,14,1882408,7.43728245948806
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,13,1882408,6.90604799809606
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7,1882408,3.71864122974403
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10,1882408,5.31234461392004
