"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value"
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,573
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,306
"eswatini","2020-04",30,60,0.82043004,0,58,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,547
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,306
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,547
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,306
"eswatini","2020-05",31,62,0.82043004,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,547
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,331
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,733
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,331
"eswatini","2020-06",30,60,7.38387034,0,60,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,733
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,295
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,597
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,295
"eswatini","2020-07",31,62,23.79247104,0,62,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,597
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",0,301
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",0,685
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",0,301
"eswatini","2020-08",31,48,41.84193234,0,48,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",0,685
"georgia","2019-10",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,452
"georgia","2019-11",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,370
"georgia","2019-12",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,454
"georgia","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,481
"georgia","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,452
"georgia","2020-03",23,33,0,0,49,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,466
"georgia","2020-04",30,90,1.581141,7,86,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA
"georgia","2020-05",31,78,1.581141,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA
"georgia","2020-06",30,44,0.7905705,30,60,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA
"georgia","2020-07",31,31,0.527047,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA
"georgia","2020-08",31,31,0.527047,31,62,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,NA
"greece","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,469
"greece","2019-10",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,179
"greece","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,389
"greece","2019-11",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,177
"greece","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,424
"greece","2019-12",NA,NA,NA,NA,NA,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,211
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,391
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,202
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,365
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,172
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,350
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,167
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,335
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,157
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,412
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,271
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,491
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,306
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,609
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,373
"greece","2020-08",31,31,6.05046202,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,NA
"greece","2020-08",31,31,6.05046202,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,NA
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,74
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,14
"guatemala","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,60
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,76
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,17
"guatemala","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,59
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,75
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,11
"guatemala","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,64
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,56
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,7
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,49
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,86
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,12
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,74
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,97
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,113
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,24
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,89
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,116
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,20
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,96
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,128
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,112
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,132
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,15
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,120
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,17
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,92
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,189
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,39
"guyana","2019-10",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,150
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,147
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,19
"guyana","2019-11",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,128
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,182
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,28
"guyana","2019-12",NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,154
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,133
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,35
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,98
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,95
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,20
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,75
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,114
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,28
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,86
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,103
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,24
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,79
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"guyana","2020-05",31,62,3.6514653,0,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"guyana","2020-06",30,46,1.2171551,16,60,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"guyana","2020-07",31,60,9.7372408,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,NA
"guyana","2020-08",31,62,18.2573262,17,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,NA
"iceland","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,68
"iceland","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,92
"iceland","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,83
"iceland","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,82
"iceland","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,76
"iceland","2020-03",0,0,5.258702,22,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77
"iceland","2020-04",0,0,21.034808,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,102
"iceland","2020-05",0,0,0,62,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,107
"iceland","2020-06",0,0,0,60,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,91
"iceland","2020-07",0,0,0,62,1,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77
"iceland","2020-08",0,0,0,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,79
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,0
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,13
"latvia","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,14
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,13
"latvia","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,4
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,5
"latvia","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,6
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,14
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,13
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,11
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,9
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,2
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,8
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,5
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,9
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,8
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,0
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,7
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,13
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,1
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,12
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10
"lebanon","2019-10",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,58
"lebanon","2019-11",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,59
"lebanon","2019-12",NA,NA,NA,NA,NA,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,60
"lebanon","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,31
"lebanon","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,55
"lebanon","2020-03",16,30,1.91489476,0,66,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,45
"lebanon","2020-04",30,60,2.26305742,0,86,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,68
"lebanon","2020-05",31,38,0.34816268,0,67,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1
"lebanon","2020-06",30,30,1.39265072,0,60,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1
"lebanon","2020-07",21,23,4.00387086,0,69,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1
"lebanon","2020-08",21,53,17.93037826,0,50,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,NA
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,636
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,597
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,114
"lithuania","2019-10",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,473
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,636
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,603
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,111
"lithuania","2019-11",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,389
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,896
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,830
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,142
"lithuania","2019-12",NA,NA,NA,NA,NA,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,465
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,620
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,581
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,201
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,541
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,622
