"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","norm_lockdown","norm_income","norm_workplace","norm_death","norm_violence","Month_date"
"georgia","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,481,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.138442011265219,2020-01-01
"georgia","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,452,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.15422943434314,2020-02-01
"georgia","2020-03",23,33,0,0,49,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",5,466,0.48267303629358,-0.875885710117612,0.399859320548867,-0.314766561954062,-0.146607919753799,2020-03-01
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,391,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.187437462196698,2020-01-01
"greece","2020-01",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,202,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.290327909152802,2020-01-01
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,365,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.201591703576903,2020-02-01
"greece","2020-02",0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,172,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.306659726129962,2020-02-01
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,350,-0.516773428863431,-0.318257809901454,0.0987467371623521,-0.269878859001308,-0.209757612065482,2020-03-01
"greece","2020-03",9,18,4.03364132,14,40,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,167,-0.516773428863431,-0.318257809901454,0.0987467371623521,-0.269878859001308,-0.309381695626155,2020-03-01
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,335,0.982396268872086,0.319031218917011,0.767885811354607,-0.216441117083531,-0.217923520554062,2020-04-01
"greece","2020-04",30,60,8.8355953,30,60,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,157,0.982396268872086,0.319031218917011,0.767885811354607,-0.216441117083531,-0.314825634618541,2020-04-01
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,412,1.05378530209759,0.358861783218165,-0.0685380313857116,-0.266672594472887,-0.176005190312686,2020-05-01
"greece","2020-05",31,60,4.32175856,31,35,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,271,1.05378530209759,0.358861783218165,-0.0685380313857116,-0.266672594472887,-0.252764730105335,2020-05-01
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,491,0.982396268872086,1.51394814795163,-0.235822799933775,-0.30194150417423,-0.132998072272833,2020-06-01
"greece","2020-06",30,30,1.15246893,60,30,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,306,0.982396268872086,1.51394814795163,-0.235822799933775,-0.30194150417423,-0.233710943631983,2020-06-01
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,609,1.05378530209759,1.59360927655394,-0.202365846224162,-0.303010258238054,-0.0687595921626725,2020-07-01
"greece","2020-07",31,31,1.05642992,62,31,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,373,1.05378530209759,1.59360927655394,-0.202365846224162,-0.303010258238054,-0.197236552382993,2020-07-01
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,56,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.369809418441645,2020-01-01
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,7,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.396484719504339,2020-01-01
"guatemala","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,49,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.373620175736315,2020-01-01
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,86,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.353477601464485,2020-02-01
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,12,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.393762750008145,2020-02-01
"guatemala","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,74,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.360010328255349,2020-02-01
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,97,-0.44538439563793,-0.875885710117612,0.266031505710416,-0.314143050070202,-0.34748926857286,2020-03-01
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16,-0.44538439563793,-0.875885710117612,0.266031505710416,-0.314143050070202,-0.391585174411191,2020-03-01
"guatemala","2020-03",10,20,0.056029227,0,45,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81,-0.44538439563793,-0.875885710117612,0.266031505710416,-0.314143050070202,-0.356199570960679,2020-03-01
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,113,0.982396268872086,-0.477580067106071,1.67122356151415,-0.303543353363927,-0.338778966185042,2020-04-01
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,24,0.982396268872086,-0.477580067106071,1.67122356151415,-0.303543353363927,-0.387230023217282,2020-04-01
"guatemala","2020-04",30,60,1.008525608,10,87,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,89,0.982396268872086,-0.477580067106071,1.67122356151415,-0.303543353363927,-0.351844419766769,2020-04-01
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,116,1.05378530209759,0.358861783218165,1.77159442264299,-0.266756153618361,-0.337145784487326,2020-05-01
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,20,1.05378530209759,0.358861783218165,1.77159442264299,-0.266756153618361,-0.389407598814236,2020-05-01
"guatemala","2020-05",31,62,4.314249875,31,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,96,1.05378530209759,0.358861783218165,1.77159442264299,-0.266756153618361,-0.348033662472099,2020-05-01
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,128,0.982396268872086,0.319031218917011,1.77159442264299,0.0824105010649932,-0.330613057696462,2020-06-01
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,16,0.982396268872086,0.319031218917011,1.77159442264299,0.0824105010649932,-0.391585174411191,2020-06-01
"guatemala","2020-06",30,60,35.69061697,30,90,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,112,0.982396268872086,0.319031218917011,1.77159442264299,0.0824105010649932,-0.33932336008428,2020-06-01
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,132,1.05378530209759,0.358861783218165,1.70468051522376,0.396036987538077,-0.328435482099508,2020-07-01
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,15,1.05378530209759,0.358861783218165,1.70468051522376,0.396036987538077,-0.392129568310429,2020-07-01
"guatemala","2020-07",31,62,63.87331895,31,88,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,81,1.05378530209759,0.358861783218165,1.70468051522376,0.396036987538077,-0.356199570960679,2020-07-01
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,120,1.05378530209759,0.358861783218165,0.834799718773832,0.229559306857797,-0.334968208890371,2020-08-01
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",0,17,1.05378530209759,0.358861783218165,0.834799718773832,0.229559306857797,-0.391040780511952,2020-08-01
"guatemala","2020-08",31,62,48.91351465,31,62,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,92,1.05378530209759,0.358861783218165,0.834799718773832,0.229559306857797,-0.350211238069053,2020-08-01
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,133,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.327891088200269,2020-01-01
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,35,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.381241690325656,2020-01-01
"guyana","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,98,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.346944874673622,2020-01-01
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,95,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.348578056371337,2020-02-01
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,20,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.389407598814236,2020-02-01
"guyana","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,75,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.35946593435611,2020-02-01
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,114,-0.730940528539934,-0.875885710117612,-0.838047966706804,-0.301221654947747,-0.338234572285803,2020-03-01
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,28,-0.730940528539934,-0.875885710117612,-0.838047966706804,-0.301221654947747,-0.385052447620327,2020-03-01
"guyana","2020-03",6,6,1.2171551,0,12,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,86,-0.730940528539934,-0.875885710117612,-0.838047966706804,-0.301221654947747,-0.353477601464485,2020-03-01
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,103,0.982396268872086,-0.875885710117612,1.03554144103151,-0.219952212909856,-0.344222905177428,2020-04-01
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",4,24,0.982396268872086,-0.875885710117612,1.03554144103151,-0.219952212909856,-0.387230023217282,2020-04-01
"guyana","2020-04",30,58,8.5200857,0,68,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",4,79,0.982396268872086,-0.875885710117612,1.03554144103151,-0.219952212909856,-0.357288358759156,2020-04-01
"iceland","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,82,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.35565517706144,2020-01-01
"iceland","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,76,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.358921540456872,2020-02-01
"iceland","2020-03",0,0,5.258702,22,32,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77,-1.15927472789294,0.000386704507778177,-0.16890889251455,-0.256245976069877,-0.358377146557633,2020-03-01
"iceland","2020-04",0,0,21.034808,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,102,-1.15927472789294,1.51394814795163,0.767885811354607,-0.0806842184173226,-0.344767299076667,2020-04-01
"iceland","2020-05",0,0,0,62,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,107,-1.15927472789294,1.59360927655394,0.366402366839254,-0.314766561954062,-0.342045329580474,2020-05-01
"iceland","2020-06",0,0,0,60,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,91,-1.15927472789294,1.51394814795163,-1.23953141122216,-0.314766561954062,-0.350755631968292,2020-06-01
"iceland","2020-07",0,0,0,62,1,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,77,-1.15927472789294,1.59360927655394,-1.20607445751254,-0.314766561954062,-0.358377146557633,2020-07-01
"iceland","2020-08",0,0,0,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,79,-1.15927472789294,1.59360927655394,-0.202365846224162,-0.314766561954062,-0.357288358759156,2020-08-01
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.393762750008145,2020-01-01
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.398662295101293,2020-01-01
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.394851537806623,2020-01-01
"latvia","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,14,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.392673962209668,2020-01-01
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,13,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.393218356108907,2020-02-01
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.396484719504339,2020-02-01
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,10,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.394851537806623,2020-02-01
"latvia","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,11,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.394307143907384,2020-02-01
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10,0.197116903391577,0.558014604723935,-0.336193661062613,-0.314766561954062,-0.394851537806623,2020-03-01
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,7,0.197116903391577,0.558014604723935,-0.336193661062613,-0.314766561954062,-0.396484719504339,2020-03-01
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6,0.197116903391577,0.558014604723935,-0.336193661062613,-0.314766561954062,-0.397029113403577,2020-03-01
"latvia","2020-03",19,19,0,36,27,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,9,0.197116903391577,0.558014604723935,-0.336193661062613,-0.314766561954062,-0.395395931705861,2020-03-01
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,11,0.982396268872086,1.51394814795163,0.767885811354607,-0.237856886883172,-0.394307143907384,2020-04-01
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,3,0.982396268872086,1.51394814795163,0.767885811354607,-0.237856886883172,-0.398662295101293,2020-04-01
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,6,0.982396268872086,1.51394814795163,0.767885811354607,-0.237856886883172,-0.397029113403577,2020-04-01
"latvia","2020-04",30,30,6.9111588,60,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,7,0.982396268872086,1.51394814795163,0.767885811354607,-0.237856886883172,-0.396484719504339,2020-04-01
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,1.05378530209759,0.239370090314703,0.834799718773832,-0.243773017960446,-0.392673962209668,2020-05-01
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,2,1.05378530209759,0.239370090314703,0.834799718773832,-0.243773017960446,-0.399206689000532,2020-05-01
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,8,1.05378530209759,0.239370090314703,0.834799718773832,-0.243773017960446,-0.3959403256051,2020-05-01
"latvia","2020-05",31,31,6.379531,28,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10,1.05378530209759,0.239370090314703,0.834799718773832,-0.243773017960446,-0.394851537806623,2020-05-01
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,14,0.982396268872086,-0.875885710117612,0.767885811354607,-0.285185918808861,-0.392673962209668,2020-06-01
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,5,0.982396268872086,-0.875885710117612,0.767885811354607,-0.285185918808861,-0.397573507302816,2020-06-01
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,9,0.982396268872086,-0.875885710117612,0.767885811354607,-0.285185918808861,-0.395395931705861,2020-06-01
"latvia","2020-06",30,30,2.6581379,0,60,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,8,0.982396268872086,-0.875885710117612,0.767885811354607,-0.285185918808861,-0.3959403256051,2020-06-01
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,10,1.05378530209759,-0.875885710117612,0.834799718773832,-0.308850433102455,-0.394851537806623,2020-07-01
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,0,1.05378530209759,-0.875885710117612,0.834799718773832,-0.308850433102455,-0.400295476799009,2020-07-01
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,7,1.05378530209759,-0.875885710117612,0.834799718773832,-0.308850433102455,-0.396484719504339,2020-07-01
"latvia","2020-07",31,31,0.5316276,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,13,1.05378530209759,-0.875885710117612,0.834799718773832,-0.308850433102455,-0.393218356108907,2020-07-01
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,12,1.05378530209759,-0.875885710117612,0.834799718773832,-0.297018175399242,-0.393762750008145,2020-08-01
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",0,1,1.05378530209759,-0.875885710117612,0.834799718773832,-0.297018175399242,-0.39975108289977,2020-08-01
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,12,1.05378530209759,-0.875885710117612,0.834799718773832,-0.297018175399242,-0.393762750008145,2020-08-01
"latvia","2020-08",31,31,1.5948828,0,62,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,10,1.05378530209759,-0.875885710117612,0.834799718773832,-0.297018175399242,-0.394851537806623,2020-08-01
"lebanon","2020-01",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,31,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.383419265922611,2020-01-01
"lebanon","2020-02",0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,55,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.370353812340883,2020-02-01
"lebanon","2020-03",16,30,1.91489476,0,66,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,45,-0.0170501962849255,-0.875885710117612,0.968627533612283,-0.29345697581251,-0.37579775133327,2020-03-01
"lebanon","2020-04",30,60,2.26305742,0,86,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,68,0.982396268872086,-0.875885710117612,1.63776660780454,-0.289582505867988,-0.363276691650781,2020-04-01
"lebanon","2020-05",31,38,0.34816268,0,67,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,1.05378530209759,-0.875885710117612,1.0020844873219,-0.310892091786974,-0.39975108289977,2020-05-01
"lebanon","2020-06",30,30,1.39265072,0,60,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,0.982396268872086,-0.875885710117612,0.767885811354607,-0.299268681285709,-0.39975108289977,2020-06-01
"lebanon","2020-07",21,23,4.00387086,0,69,"Asia","Western Asia","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1,0.339894969842579,-0.875885710117612,1.06899839474112,-0.270210154587413,-0.39975108289977,2020-07-01
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,620,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.0627712592710474,2020-01-01
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,581,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.0840026213413546,2020-01-01
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,201,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.290872303052041,2020-01-01
"lithuania","2020-01",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,541,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.105778377310901,2020-01-01
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,622,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.0616824714725701,2020-02-01
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,592,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.0780142884497295,2020-02-01
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,130,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.329524269897985,2020-02-01
"lithuania","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,443,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.159128979436288,2020-02-01
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,691,-0.0170501962849255,-0.875885710117612,0.366402366839254,-0.298964164697056,-0.0241192924251034,2020-03-01
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,652,-0.0170501962849255,-0.875885710117612,0.366402366839254,-0.298964164697056,-0.0453506544954106,2020-03-01
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,125,-0.0170501962849255,-0.875885710117612,0.366402366839254,-0.298964164697056,-0.332246239394178,2020-03-01
"lithuania","2020-03",16,16,1.4200148,0,48,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,435,-0.0170501962849255,-0.875885710117612,0.366402366839254,-0.298964164697056,-0.163484130630197,2020-03-01
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,712,0.982396268872086,1.03598137633778,1.63776660780454,-0.204149780042185,-0.0126870205410918,2020-04-01
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,672,0.982396268872086,1.03598137633778,1.63776660780454,-0.204149780042185,-0.0344627765106377,2020-04-01
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",0,131,0.982396268872086,1.03598137633778,1.63776660780454,-0.204149780042185,-0.328979875998746,2020-04-01
"lithuania","2020-04",30,30,9.9401037,48,86,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",0,403,0.982396268872086,1.03598137633778,1.63776660780454,-0.204149780042185,-0.180904735405834,2020-04-01
"lithuania","2020-05",31,31,7.8100814,62,62,"Europe","Northern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,719,1.05378530209759,1.59360927655394,0.834799718773832,-0.227853377040528,-0.00887626324642123,2020-05-01
