"Entity","Month","Total_lockdown_length","Total_stay_at_home_requirements","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","previous_month_connected_lockdown","long_lockdown","Region","Sub.region","Indicator","Violence_Value","Population","Violence_per_million_people","lockdown_intensity_per_day","dv_percent_change_prev","pre_march_avg_dv","dv_percent_change_baseline","lag_deaths_per_million","lag_violence"
"eswatini","2020-04",30,30,60,0.82043004,0,58,1,35,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",220,1162233,189.290787647572,2,-0.331306990881457,343.304655779005,-0.448621553884711,0,639.286614646117
"eswatini","2020-04",30,30,60,0.82043004,0,58,1,35,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",573,1162233,493.016460554811,2,-0.228802153432033,754.23774750846,-0.346338124572211,0.82043004,189.290787647572
"eswatini","2020-04",30,30,60,0.82043004,0,58,1,35,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",306,1162233,263.286277364349,2,-0.0699088145896675,343.304655779005,-0.233082706766919,0.82043004,493.016460554811
"eswatini","2020-04",30,30,60,0.82043004,0,58,1,35,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",547,1162233,470.645731105553,2,-0.263795423956932,754.23774750846,-0.375998174766141,0.82043004,263.286277364349
"eswatini","2020-05",31,31,62,0.82043004,0,62,1,66,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",306,1162233,263.286277364349,2,0.390909090909085,343.304655779005,-0.233082706766919,0.82043004,470.645731105553
"eswatini","2020-05",31,31,62,0.82043004,0,62,1,66,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",547,1162233,470.645731105553,2,-0.0453752181500863,754.23774750846,-0.375998174766141,0.82043004,263.286277364349
"eswatini","2020-05",31,31,62,0.82043004,0,62,1,66,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",306,1162233,263.286277364349,2,0,343.304655779005,-0.233082706766919,0.82043004,470.645731105553
"eswatini","2020-05",31,31,62,0.82043004,0,62,1,66,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",547,1162233,470.645731105553,2,0,754.23774750846,-0.375998174766141,0.82043004,263.286277364349
"eswatini","2020-06",30,30,60,7.38387034,0,60,1,96,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",331,1162233,284.796594142483,2,0.0816993464052322,343.304655779005,-0.170426065162906,0.82043004,470.645731105553
"eswatini","2020-06",30,30,60,7.38387034,0,60,1,96,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",733,1162233,630.682487934863,2,0.340036563071297,754.23774750846,-0.163814738763404,7.38387034,284.796594142483
"eswatini","2020-06",30,30,60,7.38387034,0,60,1,96,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",331,1162233,284.796594142483,2,0.0816993464052322,343.304655779005,-0.170426065162906,7.38387034,630.682487934863
"eswatini","2020-06",30,30,60,7.38387034,0,60,1,96,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",733,1162233,630.682487934863,2,0.340036563071297,754.23774750846,-0.163814738763404,7.38387034,284.796594142483
"eswatini","2020-07",31,31,62,23.79247104,0,62,1,127,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",295,1162233,253.821737981971,2,-0.108761329305137,343.304655779005,-0.260651629072682,7.38387034,630.682487934863
"eswatini","2020-07",31,31,62,23.79247104,0,62,1,127,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",597,1162233,513.666364661819,2,-0.185538881309686,754.23774750846,-0.31895961670089,23.79247104,253.821737981971
"eswatini","2020-07",31,31,62,23.79247104,0,62,1,127,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",295,1162233,253.821737981971,2,-0.108761329305137,343.304655779005,-0.260651629072682,23.79247104,513.666364661819
"eswatini","2020-07",31,31,62,23.79247104,0,62,1,127,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",597,1162233,513.666364661819,2,-0.185538881309686,754.23774750846,-0.31895961670089,23.79247104,253.821737981971
"eswatini","2020-08",17,31,48,41.84193234,0,48,1,144,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",301,1162233,258.984214008723,1.54838709677419,0.0203389830508475,343.304655779005,-0.245614035087719,23.79247104,513.666364661819
"eswatini","2020-08",17,31,48,41.84193234,0,48,1,144,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",685,1162233,589.382679720848,1.54838709677419,0.147403685092128,754.23774750846,-0.218571754506045,41.84193234,258.984214008723
"eswatini","2020-08",17,31,48,41.84193234,0,48,1,144,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",301,1162233,258.984214008723,1.54838709677419,0.0203389830508475,343.304655779005,-0.245614035087719,41.84193234,589.382679720848
"eswatini","2020-08",17,31,48,41.84193234,0,48,1,144,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",685,1162233,589.382679720848,1.54838709677419,0.147403685092128,754.23774750846,-0.218571754506045,41.84193234,258.984214008723
"georgia","2019-10",0,0,0,0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",452,3987805,113.34556228301,0,0,110.787764196093,0.0230873698506097,0,0
"georgia","2019-11",0,0,0,0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",370,3987805,92.7828717803403,0,-0.181415929203538,110.787764196093,-0.162516976007242,0,113.34556228301
"georgia","2019-12",0,0,0,0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",454,3987805,113.847091319661,0,0.227027027027029,110.787764196093,0.0276143051154401,0,92.7828717803403
"georgia","2020-01",0,0,0,0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",481,3987805,120.617733314442,0,0.0594713656387613,110.787764196093,0.088727931190582,0,113.847091319661
"georgia","2020-02",0,0,0,0,0,0,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",452,3987805,113.34556228301,0,-0.0602910602910599,110.787764196093,0.0230873698506097,0,120.617733314442
"georgia","2020-03",9,23,33,0,0,49,0,9,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",466,3987805,116.856265539564,1.43478260869565,0.0309734513274389,110.787764196093,0.0547759167043951,0,113.34556228301
"georgia","2020-04",30,30,90,1.581141,7,86,1,39,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,3987805,NA,3,0,110.787764196093,NA,0,116.856265539564
"georgia","2020-05",25,31,78,1.581141,31,62,1,61,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,3987805,NA,2.51612903225806,0,110.787764196093,NA,1.581141,0
"georgia","2020-06",14,30,44,0.7905705,30,60,1,17,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,3987805,NA,1.46666666666667,0,110.787764196093,NA,1.581141,0
"georgia","2020-07",0,31,31,0.527047,31,62,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,3987805,NA,1,0,110.787764196093,NA,0.7905705,0
"georgia","2020-08",0,31,31,0.527047,31,62,0,0,"Asia","Western Asia","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,3987805,NA,1,0,110.787764196093,NA,0.527047,0
"greece","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",469,10413936,45.035805866293,0,0,39.1398602795331,0.150637880274779,0,0
"greece","2019-10",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",179,10413936,17.1885058636811,0,0,18.0719374499709,-0.0488841657810842,0,45.035805866293
"greece","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",389,10413936,37.353792072469,0,-0.170575692963754,39.1398602795331,-0.0456329735034356,0,17.1885058636811
"greece","2019-11",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",177,10413936,16.9964555188355,0,-0.011173184357542,18.0719374499709,-0.0595111583421895,0,37.353792072469
"greece","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",424,10413936,40.714673107267,0,0.0899742930591264,39.1398602795331,0.0402355250245334,0,16.9964555188355
"greece","2019-12",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",211,10413936,20.2613113812107,0,0.192090395480227,18.0719374499709,0.1211477151966,0,40.714673107267
"greece","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",391,10413936,37.5458424173146,0,-0.0778301886792455,39.1398602795331,-0.0407262021589801,0,20.2613113812107
"greece","2020-01",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",202,10413936,19.3970848294055,0,-0.0426540284360191,18.0719374499709,0.0733262486716263,0,37.5458424173146
"greece","2020-02",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",365,10413936,35.0491879343219,0,-0.0664961636828622,39.1398602795331,-0.104514229636897,0,19.3970848294055
"greece","2020-02",0,0,0,0,0,0,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",172,10413936,16.5163296567215,0,-0.148514851485149,18.0719374499709,-0.0860786397449527,0,35.0491879343219
"greece","2020-03",9,9,18,4.03364132,14,40,0,9,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",350,10413936,33.6088103479799,2,-0.0410958904109591,39.1398602795331,-0.141315014720313,0,16.5163296567215
"greece","2020-03",9,9,18,4.03364132,14,40,0,9,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",167,10413936,16.0362037946075,2,-0.0290697674418607,18.0719374499709,-0.112646121147716,4.03364132,33.6088103479799
"greece","2020-04",30,30,60,8.8355953,30,60,1,39,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",335,10413936,32.1684327616379,2,-0.0428571428571428,39.1398602795331,-0.178115799803728,4.03364132,16.0362037946075
"greece","2020-04",30,30,60,8.8355953,30,60,1,39,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",157,10413936,15.0759520703795,2,-0.0598802395209583,18.0719374499709,-0.165781083953242,8.8355953,32.1684327616379
"greece","2020-05",29,31,60,4.32175856,31,35,1,68,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",412,10413936,39.5623710381934,1.93548387096774,0.229850746268654,39.1398602795331,0.0107948969578012,8.8355953,15.0759520703795
"greece","2020-05",29,31,60,4.32175856,31,35,1,68,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",271,10413936,26.0228217265787,1.93548387096774,0.726114649681533,18.0719374499709,0.439957492029758,4.32175856,39.5623710381934
"greece","2020-06",0,30,30,1.15246893,60,30,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",491,10413936,47.1483596595946,1,0.191747572815535,39.1398602795331,0.204612365063788,4.32175856,26.0228217265787
"greece","2020-06",0,30,30,1.15246893,60,30,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",306,10413936,29.3837027613767,1,0.129151291512916,18.0719374499709,0.6259298618491,1.15246893,47.1483596595946
"greece","2020-07",0,31,31,1.05642992,62,31,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",609,10413936,58.479330005485,1,0.240325865580449,39.1398602795331,0.494111874386655,1.15246893,29.3837027613767
"greece","2020-07",0,31,31,1.05642992,62,31,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",373,10413936,35.8173893137043,1,0.218954248366014,18.0719374499709,0.981934112646126,1.05642992,58.479330005485
"greece","2020-08",0,31,31,6.05046202,62,31,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",NA,10413936,NA,1,0,39.1398602795331,NA,1.05642992,35.8173893137043
"greece","2020-08",0,31,31,6.05046202,62,31,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10413936,NA,1,0,18.0719374499709,NA,6.05046202,0
"guatemala","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",74,17971382,4.11765772938331,0,0,4.08427131536128,0.00817438692098218,0,0
"guatemala","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",14,17971382,0.779016327180625,0,0,0.678857085114545,0.147540983606557,0,4.11765772938331
"guatemala","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",60,17971382,3.33864140220268,0,0,3.40541423024674,-0.0196078431372555,0,0.779016327180625
"guatemala","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",76,17971382,4.22894577612339,0,0.0270270270270248,4.08427131536128,0.0354223433242497,0,3.33864140220268
"guatemala","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",17,17971382,0.945948397290759,0,0.214285714285714,0.678857085114545,0.393442622950819,0,4.22894577612339
"guatemala","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",59,17971382,3.28299737883264,0,-0.0166666666666653,3.40541423024674,-0.0359477124183,0,0.945948397290759
"guatemala","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",75,17971382,4.17330175275335,0,-0.0131578947368411,4.08427131536128,0.021798365122616,0,3.28299737883264
"guatemala","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",11,17971382,0.612084257070491,0,-0.352941176470588,0.678857085114545,-0.0983606557377053,0,4.17330175275335
"guatemala","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",64,17971382,3.56121749568286,0,0.0847457627118634,3.40541423024674,0.0457516339869279,0,0.612084257070491
"guatemala","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",56,17971382,3.1160653087225,0,-0.253333333333334,4.08427131536128,-0.237057220708447,0,3.56121749568286
"guatemala","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",7,17971382,0.389508163590313,0,-0.363636363636363,0.678857085114545,-0.426229508196721,0,3.1160653087225
"guatemala","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",49,17971382,2.72655714513219,0,-0.234375,3.40541423024674,-0.199346405228758,0,0.389508163590313
"guatemala","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",86,17971382,4.78538600982384,0,0.535714285714286,4.08427131536128,0.171662125340599,0,2.72655714513219
"guatemala","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",12,17971382,0.667728280440536,0,0.714285714285713,0.678857085114545,-0.0163934426229506,0,4.78538600982384
"guatemala","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",74,17971382,4.11765772938331,0,0.510204081632654,3.40541423024674,0.209150326797386,0,0.667728280440536
"guatemala","2020-03",10,10,20,0.056029227,0,45,0,10,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",97,17971382,5.39747026689433,2,0.127906976744186,4.08427131536128,0.321525885558583,0,4.11765772938331
"guatemala","2020-03",10,10,20,0.056029227,0,45,0,10,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",16,17971382,0.890304373920715,2,0.333333333333334,0.678857085114545,0.311475409836066,0.056029227,5.39747026689433
"guatemala","2020-03",10,10,20,0.056029227,0,45,0,10,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",81,17971382,4.50716589297362,2,0.0945945945945939,3.40541423024674,0.323529411764706,0.056029227,0.890304373920715
"guatemala","2020-04",30,30,60,1.008525608,10,87,1,40,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",113,17971382,6.28777464081505,2,0.164948453608248,4.08427131536128,0.539509536784742,0.056029227,4.50716589297362
"guatemala","2020-04",30,30,60,1.008525608,10,87,1,40,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",24,17971382,1.33545656088107,2,0.499999999999997,0.678857085114545,0.967213114754096,1.008525608,6.28777464081505
"guatemala","2020-04",30,30,60,1.008525608,10,87,1,40,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",89,17971382,4.95231807993397,2,0.0987654320987637,3.40541423024674,0.454248366013069,1.008525608,1.33545656088107
"guatemala","2020-05",31,31,62,4.314249875,31,90,1,71,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",116,17971382,6.45470671092518,2,0.0265486725663711,4.08427131536128,0.580381471389646,1.008525608,4.95231807993397
"guatemala","2020-05",31,31,62,4.314249875,31,90,1,71,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",20,17971382,1.11288046740089,2,-0.166666666666668,0.678857085114545,0.639344262295078,4.314249875,6.45470671092518
"guatemala","2020-05",31,31,62,4.314249875,31,90,1,71,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",96,17971382,5.34182624352429,2,0.07865168539326,3.40541423024674,0.568627450980392,4.314249875,1.11288046740089
"guatemala","2020-06",30,30,60,35.69061697,30,90,1,101,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",128,17971382,7.12243499136572,2,0.10344827586207,4.08427131536128,0.743869209809265,4.314249875,5.34182624352429
"guatemala","2020-06",30,30,60,35.69061697,30,90,1,101,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",16,17971382,0.890304373920715,2,-0.199999999999997,0.678857085114545,0.311475409836066,35.69061697,7.12243499136572
"guatemala","2020-06",30,30,60,35.69061697,30,90,1,101,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",112,17971382,6.232130617445,2,0.166666666666666,3.40541423024674,0.830065359477122,35.69061697,0.890304373920715
"guatemala","2020-07",31,31,62,63.87331895,31,88,1,132,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",132,17971382,7.3450110848459,2,0.0312500000000001,4.08427131536128,0.798365122615805,35.69061697,6.232130617445
"guatemala","2020-07",31,31,62,63.87331895,31,88,1,132,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",15,17971382,0.83466035055067,2,-0.0625000000000004,0.678857085114545,0.229508196721312,63.87331895,7.3450110848459
"guatemala","2020-07",31,31,62,63.87331895,31,88,1,132,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",81,17971382,4.50716589297362,2,-0.276785714285714,3.40541423024674,0.323529411764706,63.87331895,0.83466035055067
"guatemala","2020-08",31,31,62,48.91351465,31,62,1,163,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",120,17971382,6.67728280440536,2,-0.0909090909090914,4.08427131536128,0.634877384196186,63.87331895,4.50716589297362
"guatemala","2020-08",31,31,62,48.91351465,31,62,1,163,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",17,17971382,0.945948397290759,2,0.133333333333333,0.678857085114545,0.393442622950819,48.91351465,6.67728280440536
"guatemala","2020-08",31,31,62,48.91351465,31,62,1,163,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",92,17971382,5.11925015004411,2,0.135802469135802,3.40541423024674,0.503267973856208,48.91351465,0.945948397290759
"guyana","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",189,787215,240.086888588251,0,0,189.528908874958,0.266756032171581,0,0
"guyana","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",39,787215,49.5417389150359,0,0,35.8224881385644,0.382978723404255,0,240.086888588251
"guyana","2019-10",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",150,787215,190.545149673215,0,0,153.706420736394,0.239669421487601,0,49.5417389150359
"guyana","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",147,787215,186.734246679751,0,-0.222222222222221,189.528908874958,-0.0147453083109911,0,190.545149673215
"guyana","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",19,787215,24.1357189586072,0,-0.512820512820514,35.8224881385644,-0.326241134751774,0,186.734246679751
"guyana","2019-11",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",128,787215,162.598527721144,0,-0.146666666666664,153.706420736394,0.057851239669423,0,24.1357189586072
"guyana","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",182,787215,231.194781603501,0,0.238095238095237,189.528908874958,0.219839142091153,0,162.598527721144
"guyana","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",28,787215,35.5684279390001,0,0.473684210526317,35.8224881385644,-0.00709219858156125,0,231.194781603501
"guyana","2019-12",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",154,787215,195.626353664501,0,0.203124999999998,153.706420736394,0.272727272727272,0,35.5684279390001
"guyana","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",133,787215,168.950032710251,0,-0.269230769230768,189.528908874958,-0.108579088471849,0,195.626353664501
"guyana","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",35,787215,44.4605349237502,0,0.250000000000002,35.8224881385644,0.241134751773051,0,168.950032710251
"guyana","2020-01",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",98,787215,124.489497786501,0,-0.363636363636362,153.706420736394,-0.190082644628097,0,44.4605349237502
"guyana","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",95,787215,120.678594793036,0,-0.285714285714288,189.528908874958,-0.363270777479894,0,124.489497786501
"guyana","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",20,787215,25.4060199564287,0,-0.428571428571428,35.8224881385644,-0.290780141843971,0,120.678594793036
"guyana","2020-02",0,0,0,0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",75,787215,95.2725748366075,0,-0.234693877551024,153.706420736394,-0.380165289256199,0,25.4060199564287
"guyana","2020-03",0,6,6,1.2171551,0,12,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",114,787215,144.814313751643,1,0.199999999999998,189.528908874958,-0.235924932975874,0,95.2725748366075
"guyana","2020-03",0,6,6,1.2171551,0,12,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",28,787215,35.5684279390001,1,0.399999999999997,35.8224881385644,-0.00709219858156125,1.2171551,144.814313751643
"guyana","2020-03",0,6,6,1.2171551,0,12,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",86,787215,109.245885812643,1,0.146666666666664,153.706420736394,-0.28925619834711,1.2171551,35.5684279390001
"guyana","2020-04",28,30,58,8.5200857,0,68,0,28,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",103,787215,130.841002775608,1.93333333333333,-0.0964912280701705,189.528908874958,-0.30965147453083,1.2171551,109.245885812643
"guyana","2020-04",28,30,58,8.5200857,0,68,0,28,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",24,787215,30.4872239477144,1.93333333333333,-0.142857142857142,35.8224881385644,-0.148936170212766,8.5200857,130.841002775608
"guyana","2020-04",28,30,58,8.5200857,0,68,0,28,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",79,787215,100.353778827893,1.93333333333333,-0.0813953488372092,153.706420736394,-0.347107438016532,8.5200857,30.4872239477144
"guyana","2020-05",31,31,62,3.6514653,0,62,1,59,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,787215,NA,2,0,189.528908874958,NA,8.5200857,100.353778827893
"guyana","2020-05",31,31,62,3.6514653,0,62,1,59,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",NA,787215,NA,2,0,35.8224881385644,NA,3.6514653,0
"guyana","2020-05",31,31,62,3.6514653,0,62,1,59,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",NA,787215,NA,2,0,153.706420736394,NA,3.6514653,0
"guyana","2020-06",16,30,46,1.2171551,16,60,1,75,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,787215,NA,1.53333333333333,0,189.528908874958,NA,3.6514653,0
"guyana","2020-06",16,30,46,1.2171551,16,60,1,75,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Male victims",NA,787215,NA,1.53333333333333,0,35.8224881385644,NA,1.2171551,0
"guyana","2020-06",16,30,46,1.2171551,16,60,1,75,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",NA,787215,NA,1.53333333333333,0,153.706420736394,NA,1.2171551,0
"guyana","2020-07",29,31,60,9.7372408,31,62,0,29,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,787215,NA,1.93548387096774,0,189.528908874958,NA,1.2171551,0
