"Region","Sub.region","Entity","Indicator","n_missing","Month","Violence_Value"
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,"2020-05",412
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,"2020-06",491
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,"2020-07",609
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",1,"2020-08",NA
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-10",179
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-11",177
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-12",211
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-01",202
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-02",172
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-03",167
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-04",157
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-05",271
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-06",306
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-07",373
"Europe","Southern Europe","GREECE","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-08",NA
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",74
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",76
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",75
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",56
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",86
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",97
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",113
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",116
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",128
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",132
"Americas","Latin America and the Caribbean","GUATEMALA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",120
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",14
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",17
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",11
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",7
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",12
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",16
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",24
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",20
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",16
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",15
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",17
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",60
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",59
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",64
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",49
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",74
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",81
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",89
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",96
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",112
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",81
"Americas","Latin America and the Caribbean","GUATEMALA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",92
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-10",189
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-11",147
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-12",182
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-01",133
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-02",95
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-03",114
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-04",103
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-05",NA
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-06",NA
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-07",NA
"Americas","Latin America and the Caribbean","GUYANA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-08",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-10",39
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-11",19
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-12",28
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-01",35
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-02",20
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-03",28
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-04",24
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-05",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-06",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-07",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-08",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-10",150
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-11",128
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-12",154
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-01",98
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-02",75
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-03",86
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-04",79
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-05",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-06",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-07",NA
"Americas","Latin America and the Caribbean","GUYANA","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-08",NA
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",68
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",92
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",83
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",82
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",76
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",77
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",102
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",107
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",91
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",77
"Europe","Northern Europe","ICELAND","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",79
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",14
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",14
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",11
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",12
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",13
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",10
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",11
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",14
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",14
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",10
"Europe","Northern Europe","LATVIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",12
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-10",0
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-11",7
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2019-12",4
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-01",3
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-02",7
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-03",7
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-04",3
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-05",2
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-06",5
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-07",0
"Europe","Northern Europe","LATVIA","Sexual violence by IPFM* (domestic violence): Female victims",0,"2020-08",1
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",13
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",13
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",5
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",10
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",10
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",6
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",6
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",8
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",9
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",7
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",12
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",14
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",10
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",6
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",14
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",11
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",9
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",7
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",10
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",8
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",13
"Europe","Northern Europe","LATVIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",10
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-10",58
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-11",59
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2019-12",60
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-01",31
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-02",55
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-03",45
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-04",68
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-05",1
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-06",1
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-07",1
"Asia","Western Asia","LEBANON","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,"2020-08",NA
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2019-10",636
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2019-11",636
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2019-12",896
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-01",620
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-02",622
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-03",691
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-04",712
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-05",719
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-06",927
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-07",802
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims",0,"2020-08",867
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",597
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",603
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",830
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",581
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",592
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",652
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",672
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",677
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-06",861
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-07",758
"Europe","Northern Europe","LITHUANIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-08",817
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-10",114
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-11",111
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2019-12",142
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-01",201
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-02",130
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-03",125
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-04",131
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-05",155
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-06",203
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-07",158
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Male victims",0,"2020-08",204
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-10",473
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-11",389
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2019-12",465
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-01",541
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-02",443
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-03",435
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-04",403
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-05",513
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-06",647
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-07",576
"Europe","Northern Europe","LITHUANIA","Physical asault by IPFM* (domestic violence): Female victims",0,"2020-08",551
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-10",54
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-11",32
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2019-12",47
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-01",56
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-02",66
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-03",64
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-04",36
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-05",NA
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-06",NA
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-07",NA
"Asia","Southern Asia","MALDIVES","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",4,"2020-08",NA
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2019-10",3
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2019-11",8
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2019-12",6
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-01",12
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-02",16
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-03",10
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-04",4
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-05",NA
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-06",NA
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-07",NA
"Asia","Southern Asia","MALDIVES","Sexual violence by IPFM* (domestic violence): Female victims",4,"2020-08",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-10",9
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-11",2
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2019-12",10
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-01",2
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-02",9
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-03",10
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-04",7
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-05",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-06",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-07",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Male victims",4,"2020-08",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-10",31
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-11",11
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2019-12",21
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-01",16
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-02",17
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-03",13
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-04",12
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-05",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-06",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-07",NA
"Asia","Southern Asia","MALDIVES","Physical asault by IPFM* (domestic violence): Female victims",4,"2020-08",NA
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-10",22
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-11",32
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2019-12",25
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-01",17
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-02",15
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-03",11
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-04",18
"Asia","Eastern Asia","MONGOLIA","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,"2020-05",21
