Entity,Month,Total_lockdown_length,Total_stay_at_home_requirements,Lockdown_severity,Monthly_death_rates_per_million_people,Monthly_income_support,Monthly_workplace_closures_severity,previous_month_connected_lockdown,long_lockdown,Region,Sub.region,Indicator,Violence_Value,Population,Violence_per_million_people,lockdown_intensity_per_day,dv_percent_change_prev,pre_march_avg_dv,dv_percent_change_baseline,lag_deaths_per_million,lag_violence,Month_date,Year,Month_num,pandemic_period,is_pandemic,months_since_pandemic,policy_economic_interaction,policy_health_interaction,cumulative_stress_interaction,prev_lockdown_intensity,lockdown_escalation,economic_support_change,cumulative_lockdown_days,cumulative_deaths,baseline_dv,dv_change_from_baseline,dv_z_score,lockdown_z_score,economic_z_score,policy_response_type,avg_economic_support,avg_lockdown_intensity,high_economic_support,high_lockdown_intensity,policy_combination
guyana,2019-12,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,182,787215,231.194781603501,0,0.238095238095237,189.528908874958,0.219839142091153,0,162.598527721144,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,189.528908874958,21.98391420911526,1.1951318207687638,-0.5479915243123415,NA,Gradual_Moderate,0,1.466666666666665,0,0,Low_Lock_Low_Econ
iceland,2019-12,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,83,341628,242.954324586978,0,-0.0978260869565199,234.758275082839,0.0349127182044905,0,269.29876942171,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,234.7582750828386,3.491271820449051,-0.16106549001519796,NA,-0.9707235388086428,Quick_Strong,54.666666666666664,0,0,0,Low_Lock_Low_Econ
latvia,2019-12,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11,1882408,5.84357907531205,0,-0.214285714285714,6.79980110581766,-0.140625,0,5.31234461392004,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,6.7998011058176555,-14.062499999999966,-0.786566506207112,-1.044465935734187,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2019-12,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,830,2715340,305.670744731783,0,0.376451077943614,235.918890452024,0.295660318451451,0,329.977093108045,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,235.91889045202439,29.566031845145137,1.2973792056194366,-0.8703882797784892,-0.8636009409526659,Quick_Strong,49,0.8333333333333334,0,0,Low_Lock_Low_Econ
mongolia,2019-12,0,0,0,0,0,0,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,25,3287242,7.60515958362664,0,-0.21875,6.75338171026045,0.126126126126126,0,5.77992128355625,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,6.753381710260454,12.612612612612647,0.8533883806753692,-0.8703882797784892,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2019-12,0,0,0,0,0,0,0,0,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,18,54473253,0.330437398331985,0,-0.333333333333334,0.345123504924518,-0.0425531914893622,0,0.495656097497978,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,0.3451235049245178,-4.255319148936216,-0.7255026940492255,-0.8657053056756351,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,0,Low_Lock_Low_Econ
namibia,2019-12,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,264,2548663,103.583722131957,0,0.0688259109311742,89.3017240804296,0.159929701230228,0,69.055814754638,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,89.30172408042962,15.992970123022815,1.4388585498527404,-0.9368523269847576,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2019-12,0,0,0,0,0,0,0,0,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1188,4829021,246.012597584479,0,0.054125998225378,221.53558661269,0.110487941671339,0,171.877488211379,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,221.5355866126902,11.048794167133915,1.5511661065632807,-0.7198328966992942,-0.9979442815571433,Economic_Focus,56,1.3030303030303032,0,0,Low_Lock_Low_Econ
peru,2019-12,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11642,33050211,352.251911493092,0,0.107917776931862,347.785979339134,0.0128410356347448,0,6.05139858259906,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,347.7859793391336,1.2841035634744762,0.9166458871057134,-1.0111760288266571,-1.0038065059266323,Minimal_Response,28.166666666666668,2.3576850094876667,0,0,Low_Lock_Low_Econ
poland,2019-12,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,2131,37839255,56.3171764348955,0,0.544202898550725,37.2681756022945,0.511133172599632,0,10.2010465058046,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,37.268175602294505,51.11331725996321,1.9133555670751747,-0.5571198220350404,-0.9916962524303602,Economic_Focus,27.833333333333332,0.7722222222222217,0,0,Low_Lock_Low_Econ
serbia,2019-12,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,520,8731081,59.5573446174649,0,0.203703703703704,53.2809167616244,0.117798796216681,0,49.4784093745093,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,53.28091676162436,11.779879621668114,1.518500697418113,-0.83296331194755,-0.799966784075718,Economic_Focus,31.166666666666668,1.7017710309930434,0,0,Low_Lock_Low_Econ
spain,2019-12,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7732,46757980,165.36214780878,0,0.0338280518785882,163.309022331589,0.0125720272393895,0,131.07922968443,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,163.3090223315892,1.2572027239389476,-0.07369529334152779,-0.9888913208751487,-0.9922229021396616,Economic_Focus,54.5,1.6226958525345616,0,0,Low_Lock_Low_Econ
sweden,2019-12,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1898,10110233,187.730589393934,0,0.154501216545015,177.048343000601,0.0603351955307287,0,108.503928643385,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,177.0483430006012,6.033519553072875,0.04112774135977746,-0.9486832980505138,-0.932146261409873,Quick_Strong,57.2,1,0,0,Low_Lock_Low_Econ
uruguay,2019-12,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,304,3475842,87.460822442447,0,0.130111524163568,80.9588007740283,0.0803127221037666,0,76.5282196371411,2019-12-01,2019,12,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,80.95880077402826,8.031272210376658,1.2412837222420325,-1.0259184095890768,-0.8801398947088243,Quick_Strong,33.166666666666664,1.0611111111111118,0,0,Low_Lock_Low_Econ
albania,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,111,2877239,38.5786512694983,0,-0.0176991150442463,35.2421192678119,0.0946745562130185,0,39.2737621031829,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,35.24211926781194,9.467455621301854,-0.25855558072048906,-0.9362816758985391,-0.9025079870488365,Economic_Focus,34.5,1.5,0,0,Low_Lock_Low_Econ
bosnia and herzegovina,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,38,3277152,11.5954340842292,0,0.117647058823526,11.6564626846725,-0.00523560209424218,0,22.2754391618088,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,11.656462684672528,-0.5235602094242184,-0.2044794529773098,-0.5848701395456302,-0.5854299221871253,Economic_Focus,30.5,2.883333333333335,0,0,Low_Lock_Low_Econ
chile,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11178,19144605,583.872062129253,0,0.0271064963704869,540.61183294197,0.0800208699685022,0,220.636570981747,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,540.61183294197,8.00208699685022,1.191570961018728,-0.5855400437691198,-0.37796447300922725,Gradual_Moderate,14.5,2,0,0,Low_Lock_Low_Econ
croatia,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,190,4100719,46.3333381292403,0,0.0326086956521755,45.2115836271639,0.0248112189859772,0,32.1894770161038,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,45.21158362716392,2.4811218985977197,-0.5854488470380693,-0.9419019710882414,-0.9423479229798976,Economic_Focus,53.5,1.3870967741935483,0,0,Low_Lock_Low_Econ
czechia,2020-01,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,720,10701777,67.2785463573012,0,-0.224137931034483,63.4240463055809,0.0607734806629828,0,17.6606184187916,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,63.42404630558085,6.0773480662982795,0.639627297255854,-0.6415330278717849,-0.42445845424208223,Economic_Focus,31,1.833333333333335,0,0,Low_Lock_Low_Econ
eswatini,2020-01,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2840,1162233,2443.57198599592,0,0.1620294599018,2195.08480657493,0.113201630605205,0,2102.84856823029,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,2195.084806574928,11.320163060520466,1.5198138520888462,-1.0357901374181986,NA,Gradual_Moderate,0,1.9247311827956983,0,0,Low_Lock_Low_Econ
georgia,2020-01,0,0,0,0,0,0,0,0,Asia,Western Asia,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,481,3987805,120.617733314442,0,0.0594713656387613,110.787764196093,0.088727931190582,0,113.847091319661,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,110.78776419609267,8.872793119058205,0.9057779649538159,-0.408248290463863,NA,Gradual_Moderate,0,1.43478260869565,0,0,Low_Lock_Low_Econ
greece,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,202,10413936,19.3970848294055,0,-0.0426540284360191,18.0719374499709,0.0733262486716263,0,37.5458424173146,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,18.07193744997086,7.332624867162631,-0.2715779688445137,-0.8722648675178575,-0.7883434421762952,Economic_Focus,39.4,1.587096774193548,0,0,Low_Lock_Low_Econ
guatemala,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,56,17971382,3.1160653087225,0,-0.253333333333334,4.08427131536128,-0.237057220708447,0,3.56121749568286,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,4.084271315361278,-23.705722070844708,-1.6190289665307194,-1.044465935734187,-0.8016354838487111,Economic_Focus,22.166666666666668,2,0,0,Low_Lock_Low_Econ
guyana,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,133,787215,168.950032710251,0,-0.269230769230768,189.528908874958,-0.108579088471849,0,195.626353664501,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,189.528908874958,-10.857908847184861,-0.12297176290867742,-0.5479915243123415,NA,Gradual_Moderate,0,1.466666666666665,0,0,Low_Lock_Low_Econ
iceland,2020-01,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,82,341628,240.027164049785,0,-0.0120481927710864,234.758275082839,0.0224438902743138,0,242.954324586978,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,234.7582750828386,2.2443890274313807,-0.24543312764222425,NA,-0.9707235388086428,Quick_Strong,54.666666666666664,0,0,0,Low_Lock_Low_Econ
latvia,2020-01,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,12,1882408,6.37481353670405,0,0.0909090909090901,6.79980110581766,-0.0625000000000003,0,3.18740676835203,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,6.7998011058176555,-6.250000000000035,-0.1685499656158125,-1.044465935734187,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-01,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,581,2715340,213.969521312248,0,-0.3,235.918890452024,-0.0930377770839845,0,228.332363534585,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,235.91889045202439,-9.303777708398446,-1.0875346495427423,-0.8703882797784892,-0.8636009409526659,Quick_Strong,49,0.8333333333333334,0,0,Low_Lock_Low_Econ
mongolia,2020-01,0,5,5,0,0,10,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,17,3287242,5.17150851686611,1,-0.320000000000001,6.75338171026045,-0.234234234234235,0,4.56309575017598,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,1,0,0,0,6.753381710260454,-23.423423423423472,-0.5373186100548634,1.044465935734187,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-01,0,0,0,0,0,0,0,0,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,11,54473253,0.201933965647324,0,-0.388888888888889,0.345123504924518,-0.414893617021277,0,0.330437398331985,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,0.3451235049245178,-41.48936170212774,-1.4605514761780465,-0.8657053056756351,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,0,Low_Lock_Low_Econ
namibia,2020-01,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,207,2548663,81.2190548534663,0,-0.215909090909091,89.3017240804296,-0.0905096660808436,0,76.1183412636351,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,89.30172408042962,-9.050966608084364,0.45396301409109385,-0.9368523269847576,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-01,0,0,0,0,0,0,0,0,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1055,4829021,218.470783208439,0,-0.111952861952861,221.53558661269,-0.0138343615629094,0,184.923610810556,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,221.5355866126902,-1.383436156290943,0.7593461435827947,-0.7198328966992942,-0.9979442815571433,Economic_Focus,56,1.3030303030303032,0,0,Low_Lock_Low_Econ
peru,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,13018,33050211,393.885533741373,0,0.11819275038653,347.785979339134,0.132551503340757,0,4.68983390151427,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,347.7859793391336,13.255150334075655,1.390788192731844,-1.0111760288266571,-1.0038065059266323,Minimal_Response,28.166666666666668,2.3576850094876667,0,0,Low_Lock_Low_Econ
poland,2020-01,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1023,37839255,27.0354159985444,0,-0.519943688409197,37.2681756022945,-0.274570982839313,0,14.9315836160094,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,37.268175602294505,-27.457098283931288,-0.7318324605464439,-0.5571198220350404,-0.9916962524303602,Economic_Focus,27.833333333333332,0.7722222222222217,0,0,Low_Lock_Low_Econ
serbia,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,486,8731081,55.663210546323,0,-0.0653846153846148,53.2809167616244,0.0447119518486681,0,59.5573446174649,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,53.28091676162436,4.471195184866806,0.846406897614127,-0.83296331194755,-0.799966784075718,Economic_Focus,31.166666666666668,1.7017710309930434,0,0,Low_Lock_Low_Econ
spain,2020-01,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7422,46757980,158.73226345535,0,-0.0400931195033619,163.309022331589,-0.0280251440544808,0,134.201691347659,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,163.3090223315892,-2.802514405448081,-0.3566918589885373,-0.9888913208751487,-0.9922229021396616,Economic_Focus,54.5,1.6226958525345616,0,0,Low_Lock_Low_Econ
sweden,2020-01,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1855,10110233,183.477472774366,0,-0.0226554267650184,177.048343000601,0.0363128491620109,0,128.186956719989,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,177.0483430006012,3.63128491620109,-0.24411304549019985,-0.9486832980505138,-0.932146261409873,Quick_Strong,57.2,1,0,0,Low_Lock_Low_Econ
uruguay,2020-01,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,294,3475842,84.5838217042086,0,-0.0328947368421053,80.9588007740283,0.0447761194029847,0,90.9132233283331,2020-01-01,2020,1,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,80.95880077402826,4.4776119402984715,0.9098730197016826,-1.0259184095890768,-0.8801398947088243,Quick_Strong,33.166666666666664,1.0611111111111118,0,0,Low_Lock_Low_Econ
albania,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,90,2877239,31.2799875158094,0,-0.18918918918919,35.2421192678119,-0.112426035502959,0,38.5786512694983,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,35.24211926781194,-11.242603550295893,-0.9221815712364172,-0.9362816758985391,-0.9025079870488365,Economic_Focus,34.5,1.5,0,0,Low_Lock_Low_Econ
bosnia and herzegovina,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,57,3277152,17.3931511263438,0,0.5,11.6564626846725,0.492146596858637,0,28.9885852105731,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,11.656462684672528,49.21465968586366,1.7380753503070319,-0.5848701395456302,-0.5854299221871253,Economic_Focus,30.5,2.883333333333335,0,0,Low_Lock_Low_Econ
chile,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9899,19144605,517.064729201778,0,-0.114421184469494,540.61183294197,-0.0435563972250668,0,224.292953550099,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,540.61183294197,-4.355639722506683,0.02476194712824869,-0.5855400437691198,-0.37796447300922725,Gradual_Moderate,14.5,2,0,0,Low_Lock_Low_Econ
croatia,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,222,4100719,54.1368477089018,0,0.168421052631578,45.2115836271639,0.197411003236246,0,36.0912318059345,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,45.21158362716392,19.741100323624636,0.11312062468193397,-0.9419019710882414,-0.9423479229798976,Economic_Focus,53.5,1.3870967741935483,0,0,Low_Lock_Low_Econ
czechia,2020-02,0,0,0,0,0,0,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,623,10701777,58.2146310841648,0,-0.134722222222222,63.4240463055809,-0.0821362799263355,0,15.3245577813853,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,63.42404630558085,-8.213627992633548,0.19907926529975084,-0.6415330278717849,-0.42445845424208223,Economic_Focus,31,1.833333333333335,0,0,Low_Lock_Low_Econ
eswatini,2020-02,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,2628,1162233,2261.16449971735,0,-0.0746478873239433,2195.08480657493,0.0301034807149578,0,2443.57198599592,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,2195.084806574928,3.010348071495634,1.020910994111478,-1.0357901374181986,NA,Gradual_Moderate,0,1.9247311827956983,0,0,Low_Lock_Low_Econ
georgia,2020-02,0,0,0,0,0,0,0,0,Asia,Western Asia,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,452,3987805,113.34556228301,0,-0.0602910602910599,110.787764196093,0.0230873698506097,0,120.617733314442,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,110.78776419609267,2.3087369850609734,0.1588331028591826,-0.408248290463863,NA,Gradual_Moderate,0,1.43478260869565,0,0,Low_Lock_Low_Econ
greece,2020-02,0,0,0,0,0,0,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,172,10413936,16.5163296567215,0,-0.148514851485149,18.0719374499709,-0.0860786397449527,0,35.0491879343219,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,18.07193744997086,-8.607863974495274,-0.6893902286053041,-0.8722648675178575,-0.7883434421762952,Economic_Focus,39.4,1.587096774193548,0,0,Low_Lock_Low_Econ
guatemala,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,86,17971382,4.78538600982384,0,0.535714285714286,4.08427131536128,0.171662125340599,0,2.72655714513219,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,4.084271315361278,17.166212534059945,-0.44992708697899675,-1.044465935734187,-0.8016354838487111,Economic_Focus,22.166666666666668,2,0,0,Low_Lock_Low_Econ
guyana,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,95,787215,120.678594793036,0,-0.285714285714288,189.528908874958,-0.363270777479894,0,124.489497786501,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,189.528908874958,-36.327077747989414,-1.1451745420871164,-0.5479915243123415,NA,Gradual_Moderate,0,1.466666666666665,0,0,Low_Lock_Low_Econ
iceland,2020-02,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,76,341628,222.46420082663,0,-0.0731707317073171,234.758275082839,-0.0523690773067336,0,240.027164049785,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,234.7582750828386,-5.236907730673359,-0.7516389534042951,NA,-0.9707235388086428,Quick_Strong,54.666666666666664,0,0,0,Low_Lock_Low_Econ
latvia,2020-02,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,13,1882408,6.90604799809606,0,0.0833333333333343,6.79980110581766,0.0156250000000005,0,7.43728245948806,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,6.7998011058176555,1.5625000000000542,0.44946657497549936,-1.044465935734187,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-02,0,0,0,0,0,0,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,592,2715340,218.020579374959,0,0.0189328743545641,235.918890452024,-0.0758663752731794,0,229.068919545987,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,235.91889045202439,-7.586637527317943,-0.9821770093548385,-0.8703882797784892,-0.8636009409526659,Quick_Strong,49,0.8333333333333334,0,0,Low_Lock_Low_Econ
mongolia,2020-02,0,29,29,0,0,58,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,15,3287242,4.56309575017598,1,-0.117647058823529,6.75338171026045,-0.324324324324325,0,2.12944468341546,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,1,0,0,0,0,6.753381710260454,-32.43243243243247,-0.8849953577374204,1.044465935734187,-0.30151134457776363,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-02,0,0,0,0,0,0,0,0,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,19,54473253,0.348795031572651,0,0.72727272727273,0.345123504924518,0.0106382978723405,0,0.201933965647324,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,0.3451235049245178,1.06382978723405,-0.6204957251736787,-0.8657053056756351,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,0,Low_Lock_Low_Econ
namibia,2020-02,0,0,0,0,0,0,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,192,2548663,75.3336160959688,0,-0.0724637681159414,89.3017240804296,-0.156414762741652,0,60.8162004941414,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,89.30172408042962,-15.641476274165154,0.19477997836434663,-0.9368523269847576,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-02,0,0,0,0,0,0,0,0,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,979,4829021,202.732603564988,0,-0.0720379146919407,221.53558661269,-0.0848756776967638,0,169.806675100398,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,221.5355866126902,-8.487567769676376,0.30687759330824393,-0.7198328966992942,-0.9979442815571433,Economic_Focus,56,1.3030303030303032,0,0,Low_Lock_Low_Econ
peru,2020-02,0,0,0,0,0,0,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,12409,33050211,375.459025057359,0,-0.0467813796282068,347.785979339134,0.0795691815144763,0,6.53551046920699,2020-02-01,2020,2,pre_pandemic,0,NA,0,0,0,0,0,0,0,0,347.7859793391336,7.956918151447626,1.1809388728726031,-1.0111760288266571,-1.0038065059266323,Minimal_Response,28.166666666666668,2.3576850094876667,0,0,Low_Lock_Low_Econ
