description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"4 MAY: On May 4, The Valencian Community entered Phase 0 of Spain’s 4-phase de escalation plan. Additionally, the lockdown lifting allowing “Individuals 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within half a mile of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0. Due to the asynchronous nature of the de escalation plan, this loosened restriction on lockdown will now be coded subnationally, as how long it lasts locally largely depends on how well where the Valencian Community handles its virus environment. (More info on the curfew side of this policy can be found in the ""curfew"" category.)",2020-05-04,2020-05-04,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On May 4, 2020, Valencia entered Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown lifting allowing “Individuals 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within half a mile of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0.",2020-04-28,2020-05-04,NA,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"As of May 4, 2020, Catalonia enters Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0.",2020-05-02,2020-05-04,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"As of May 4, 2020, Catalonia enters Phase 0 of Spain’s 4-phase de-escalation plan. Athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports.",2020-05-02,2020-05-04,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"On May 4, Leon y Castilla enters Phase 0 of Spain’s 4-phase de-escalation plan. Additionally, the lockdown exemption ""regarding legitimate reasons for leaving the house-"" such as ""to buy food, basic or pharmaceutical items; to attend medical centres; to go to and from work; [and] to look after children, older people or those with disabilities or who are especially vulnerable-"" is now included in this phase 0. Due to the asynchronous nature of the de-escalation plan, this loosened restriction will now be coded subnationally, as how long it lasts locally largely depends on how well Leon y Castilla handles its virus environment. 
 UPDATE: The original ""Phase 0"" of Spain’s 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,21
"On May 4, Leon y Castilla entered Phase 0 of Spain’s 4-phase de-escalation plan. Additionally, the lockdown lifting allowing “Individuals that are 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within 1 km of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0. Due to the asynchronous nature of the de-escalation plan, this loosened restriction on lockdown will now be coded subnationally, as how long it lasts locally largely depends on how well where the Leon y Castilla community handles its virus environment. (More info on the curfew side of this policy can be found in the ""curfew"" category.)
 UPDATE: The original ""Phase 0"" of Spain's 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,21
"On May 4, Leon y Castilla enters Phase 0 of Spain’s 4-phase de-escalation plan. Additionally, the lockdown exemption ""regarding legitimate reasons for leaving the house-"" such as ""to buy food, basic or pharmaceutical items; to attend medical centres; to go to and from work; [and] to look after children, older people or those with disabilities or who are especially vulnerable-"" is now included in this phase 0. Due to the asynchronous nature of the de-escalation plan, this loosened restriction will now be coded subnationally, as how long it lasts locally largely depends on how well Leon y Castilla handles its virus environment. 
 UPDATE: The original ""Phase 0"" of Spain's 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,21
"On May 4, Leon y Castilla entered Phase 0 of Spain’s 4-phase de-escalation plan. Additionally, the lockdown lifting allowing “Individuals that are 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within 1 km of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0. Due to the asynchronous nature of the de-escalation plan, this loosened restriction on lockdown will now be coded subnationally, as how long it lasts locally largely depends on how well where the Leon y Castilla community handles its virus environment. (More info on the curfew side of this policy can be found in the ""curfew"" category.)
 UPDATE: The original ""Phase 0"" of Spain's 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory with Fines,21
"Spain on the 28th April announces that starting from May 4, as part of Phase 0 of the 4-phase de-escalation plan, athletes qualified by the Higher Sports Council as being of a high level or of national interest, may carry out training individually, outdoors, and only in the province where they reside. They may freely access, if necessary, those natural spaces in which they must carry out their sporting activities, such as the sea, rivers, or reservoirs. Additionally, trainers are allowed to accompany athletes, and an additional person may be in attendance in the case of paralympic sports. Due to the asynchronous nature of the de-escalation plan, this loosened restriction on lockdown will now be coded subnationally, as how long it lasts locally largely depends on how well where the Leon y Castilla community handles its virus environment. UPDATE: The original ""Phase 0"" of Spain's 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),21
"On May 4,  The Leon y Castilla Community, in Spain, enters to Phase 0. Due to this transition, citizens are now allowed to leave their house to go to visit businesses as long as the business meets a set of specific requirements and the citizen already has an appointment scheduled at said business.
 UPDATE: The original ""Phase 0"" of Spain's 4-phase de-escalation plan was set to last until May 11. It had been extended to May 25.",2020-04-28,2020-05-04,2020-05-25,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),21
"4 MAY: Spain on May 3 announces that starting from May 4, as part of Phase 0 of the 4-phase de-escalation plan, athletes qualified by the Higher Sports Council as being of a high level or of national interest, may carry out training individually, outdoors, and only in the province where they reside. They may freely access, if necessary, those natural spaces in which they must carry out their sporting activities, such as the sea, rivers, or reservoirs. Additionally, trainers are allowed to accompany athletes, and an additional person may be in attendance in the case of paralympic sports.  End date: 18 May, 2020 UPDATE: End date 2020-05-18",2020-05-04,2020-05-04,2020-05-18,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Voluntary/Recommended but No Penalties,14
"4 MAY: On May 4, The Valencian Community entered Phase 0 of Spain’s 4-phase de escalation plan. Additionally, the lockdown lifting allowing “Individuals 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within half a mile of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0.  End date is 18 May, 2020 UPDATE: End date 2020-05-18",2020-05-04,2020-05-04,2020-05-18,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),14
"As of May 4, 2020, Catalonia enters Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0. UPDATE: On May 11, 2020, Terres del l'Ebre, Camp de Tarragona and Pirineu-Aran move into Phase 1 of Spain’s 4-phase de-escalation plan. The Catalan government proposed dividing Catalonia into health regions and not provinces. For this reason, 90% of people will stay in Phase 0, including the region of Barcelona, Central Catalonia, Girona, and Lleida, according to the Minister of Health.",2020-05-08,2020-05-10,2020-05-10,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),0
"As of May 4, 2020, Catalonia enters Phase 0 of Spain’s 4-phase de-escalation plan. Athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports. UPDATE: On May 11, 2020, Terres del l'Ebre, Camp de Tarragona and Pirineu-Aran move into Phase 1 of Spain’s 4-phase de-escalation plan. The Catalan government proposed dividing Catalonia into health regions and not provinces. For this reason, 90% of people will stay in Phase 0, including the region of Barcelona, Central Catalonia, Girona, and Lleida, according to the Minister of Health.",2020-05-08,2020-05-10,2020-05-10,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),0
"As of May 11, 2020, the region of Barcelona, Central Catalonia, Girona and Lleida remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 11, the lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0 in these health regions.",2020-05-08,2020-05-11,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"As of May 11, 2020, the region of Barcelona, Central Catalonia, Girona and Lleida remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 11, athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports.",2020-05-08,2020-05-11,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"As of May 4, 2020, Madrid enters Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0. UPDATE: On May 15, 2020, the Spanish government allowed some provinces to pass to Phase 1, but Madrid remains in Phase 0 until further notice.",2020-05-15,2020-05-15,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"As of May 4, 2020, Madrid enters Phase 0 of Spain’s 4-phase de-escalation plan. Athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports. UPDATE: On May 15, 2020, the Spanish government allowed some provinces to pass to Phase 1, but Madrid remains in Phase 0 until further notice.",2020-05-15,2020-05-15,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On May 4, Andalusia enters Phase 0 of Spain’s 4-phase de escalation plan. Additionally, the lockdown exemption ""regarding legitimate reasons for leaving the house-"" such as ""to buy food, basic or pharmaceutical items; to attend medical centres; to go to and from work; [and] to look after children, older people or those with disabilities or who are especially vulnerable-"" is now included in this phase 0. Due to the asynchronous nature of the de escalation plan, this loosened restriction will now be coded subnationally, as how long it lasts locally largely depends on how well Andalusia handles its virus environment.
 UPDATE: Andalucía was moved to phase 1 on May 18, 2020, which means that the lockdown is eased there and up to 10 people may gather.",2020-05-16,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"On May 4, Andalusia entered Phase 0 of Spain’s 4-phase de escalation plan. Additionally, the lockdown lifting allowing “Individuals 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within half a mile of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0. Due to the asynchronous nature of the de escalation plan, this loosened restriction on lockdown will now be coded subnationally, as how long it lasts locally largely depends on how well Andalusia handles its virus environment. (More info on the curfew side of this policy can be found in the ""curfew"" category.)
 UPDATE: Andalucía was moved to phase 1 on May 18, 2020, which means that the lockdown is eased there and up to 10 people may gather.",2020-05-16,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"On May 4, Andalucia transitions to Phase 0. Due to this transition, citizens are now allowed to leave their house to go to visit businesses as long as the business meets a set of specific requirements and the citizen already has an appointment scheduled at said business. UPDATE: Andalucía was moved to phase 1 on May 18, 2020, which means that the lockdown is eased there and up to 10 people may gather.",2020-05-16,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"Spain on May 3 announces that starting from May 4, as part of Phase 0 of the 4-phase de-escalation plan, athletes qualified by the Higher Sports Council as being of a high level or of national interest, may carry out training individually, outdoors, and only in the province where they reside. They may freely access, if necessary, those natural spaces in which they must carry out their sporting activities, such as the sea, rivers, or reservoirs. Additionally, trainers are allowed to accompany athletes, and an additional person may be in attendance in the case of paralympic sports.

*As the 4-phase deescalation plan is asynchronous for each national region, whenever Andalusia enters a phase, it's effects will be coded sub- nationally.



 UPDATE: Andalucía was moved to phase 1 on May 18, 2020, which means that the lockdown is eased there and up to 10 people may gather.",2020-05-16,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"On May 18, 2020, Valencia entered Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown lifting allowing “Individuals 14 or older, under 70, and non-dependent” to ""take one-hour walks, accompanied by one person, once a day within half a mile of their homes, or do sports like riding a bike alone within their city"" is now included in this phase 0. UPDATE: On May 18, 2020, Valencia, Spain moves into Phase 1. Residents are always allowed to move within the limits of the province in which they reside. All citizens - except those who are in quarantine or have coronavirus symptoms- can go for a walk once a day at a maximum distance of one kilometer from home.",2020-05-14,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),0
"As of May 11, 2020, the region of Barcelona, Central Catalonia, Girona and Lleida remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 11, the lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0 in these health regions. UPDATE: On May 15, 2020, the Spanish government announced that starting Monday, May 18, all areas of Catalonia, except Barcelona and its metropolitan area and Baix Montseny, will switch to phase 1 of the de-escalation.",2020-05-15,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),0
"As of May 11, 2020, the region of Barcelona, Central Catalonia, Girona and Lleida remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 11, athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports. UPDATE: On May 15, 2020, the Spanish government announced that starting Monday, May 18, all areas of Catalonia, except Barcelona and its metropolitan area and Baix Montseny, will switch to phase 1 of the de-escalation.",2020-05-15,2020-05-17,2020-05-17,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),0
"On May 18, 2020, Valencia, Spain moves into Phase 1. Residents are always allowed to move within the limits of the province in which they reside. All citizens - except those who are in quarantine or have coronavirus symptoms- can go for a walk once a day at a maximum distance of one kilometer from home.",2020-05-14,2020-05-18,NA,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"As of May 18, 2020, Barcelona and its metropolitan area and Baix Montseny remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 18, the lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0 in these health regions.",2020-05-15,2020-05-18,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory with Exceptions (Please list exceptions in the text entry),NA
"As of May 18, 2020, Barcelona and its metropolitan area and Baix Montseny remained in Phase 0 of Spain’s 4-phase de-escalation plan. As of May 18, athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports.",2020-05-15,2020-05-18,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents +Foreign Residents),Mandatory (Unspecified/Implied),NA
"As of May 4, 2020, Madrid enters Phase 0 of Spain’s 4-phase de-escalation plan. The lockdown exemption regarding legitimate reasons for leaving the house, such as to buy food, basic or pharmaceutical items; to attend medical centers; to go to and from work; and to look after children, older people, or those with disabilities or who are especially vulnerable is now included in this phase 0. UPDATE: On May 25, 2020 Madrid, Spain moves into Phase 1. As of May 25, it is now possible to go out without legitimate reasons. Spain has a timetable in place determining when different groups can take their exercise outside.",2020-05-22,2020-05-24,2020-05-24,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"Two weeks after the start of the de-escalation, Barcelona have obtained the green light to engage in the process. The Government has approved its pass to phase 1 next Monday ( May 25) along with the other great laggard, the community of Castilla y León. 
-All businesses can be opened with 30% of the capacity and as long as the premises do not exceed 400 square meters in area. 
-Meetings with family and friends may be held, as long as the groups do not exceed 10 people and taking into account the distance and hygiene measures. You can also go to the terraces, which will have to have a distance of two meters between tables, whose number may not exceed 50% compared to the previous year.

-Hotels and tourist accommodation may be opened, but common areas may not be used. 
-Libraries will be opened for lending and reading, with capacity reduced to 30%, as will museums. 
-The theater, cinema and concerts can be reactivated with a third of the capacity and less than 20 people indoors and less than 200 outdoors.",2020-05-22,2020-05-25,2020-06-01,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Voluntary/Recommended but No Penalties,7
"On May 25th, Madrid entered phase 1 of reduced restrictions from the national lockdown. ""The rules now allow for meetings of as many as 10 people, for smaller shops to open without prior appointment as well as restricted access to funerals, religious services and gyms.""",2020-05-25,2020-05-25,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Other; please list other enforcement mechanisms in the text entry),NA
"On May 18, 2020, Valencia, Spain moves into Phase 1. Residents are always allowed to move within the limits of the province in which they reside. All citizens - except those who are in quarantine or have coronavirus symptoms- can go for a walk once a day at a maximum distance of one kilometer from home. UPDATE: On June 1, 2020, Valencia enters Phase 2. The restriction that limited the distance to walk to one kilometer outside the municipality of residence ends.",2020-05-29,2020-05-31,2020-05-31,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),0
"On June 1, 2020, the Valencian Community transitions to Phase 2. The time slots for walking and playing sports will be eliminated, as well as for going out for children and the elderly.

",2020-05-28,2020-06-01,NA,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"In the framework of the de-escalation plan that is being carried out in Spain to try to achieve the ""new normal"", Barcelona will enter phase 2 as of next Monday, June 8. 
In phase 2, meetings of up to 15 people can be held. In addition, in phase 2 all the previously established time slots are eliminated, with the exception of the slot reserved for people over 70 years of age, which will be between 10:00 and 12:00 and between 19:00 and 19:00. 20:00 hour",2020-06-06,2020-06-08,2020-06-22,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",14
"As of June 8, 2020, Madrid is allowed to progress to phase 2 of easing the national lockdown restrictions. Timetables for outdoor exercise are lifted, while restaurants and bars are allowed to open their interiors at 40 percent capacity. Additionally, swimming pools and beaches are allowed to open under the requirements of social distancing rules and a maximum of 30 percent occupancy.",2020-06-05,2020-06-08,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Other; please list other enforcement mechanisms in the text entry),NA
"On May 25th, Madrid entered phase 1 of reduced restrictions from the national lockdown. ""The rules now allow for meetings of as many as 10 people, for smaller shops to open without prior appointment as well as restricted access to funerals, religious services and gyms."" UPDATE: Madrid was moved into phase 2 on June 8, 2020, which means that the lockdown is eased there according to article 7 of Order SND/414/2020.",2020-06-06,2020-06-08,2020-06-08,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Other; please list other enforcement mechanisms in the text entry),0
"Spanish Government announced on June 9, 2020 that people who show symptoms of COVID-19, who are tested positive, who were in recent contact with infected people must stay at home and not visit workplace",2020-06-09,2020-06-09,NA,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On June 1, 2020, the Valencian Community transitions to Phase 2. The time slots for walking and playing sports will be eliminated, as well as for going out for children and the elderly.

 UPDATE: On June 15, 2020, the Valencian Community transitions to Phase 3. The same measures apply.",2020-06-12,2020-06-15,NA,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),NA
"Catalonia, June 6, 2020, fourteen weeks after the closure of educational centers that preceded the confinement and after almost six weeks of dancing phases and what can and cannot be done in each one, all of Catalonia today is in phase 3, the last before recovering the normality (with conditions).

The Ministry of Health yesterday gave the green light to the change of phase in Barcelona and the metropolitan area and Lleida. The Official State Gazette (BOE) must publish today the order for this phase change, which means that all of Catalonia becomes a single territorial unit, which means that mobility restrictions between the different health regions have ended.
",2020-06-17,2020-06-18,2020-06-18,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory (Unspecified/Implied)",0
"As of May 4, 2020, Madrid enters Phase 0 of Spain’s 4-phase de-escalation plan. Athletes who are designated as high-performance by the Superior Council for Sports may train individually in the open air in their province of residence. If necessary, they may access natural areas required for their activity, such as the sea, rivers, or reservoirs. There is no limit on training times, and trainers are allowed to accompany athletes; an additional person may be in attendance in the case of paralympic sports. UPDATE: As of June 21, 2020, the state of alarm and phase system ended in Spain. The community of Madrid, instead of the central government, will maintain different restrictions from June 21, when the region will enter the new normality.",2020-06-03,2020-06-20,2020-06-20,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"As of June 8, 2020, Madrid is allowed to progress to phase 2 of easing the national lockdown restrictions. Timetables for outdoor exercise are lifted, while restaurants and bars are allowed to open their interiors at 40 percent capacity. Additionally, swimming pools and beaches are allowed to open under the requirements of social distancing rules and a maximum of 30 percent occupancy. UPDATE: This policy ended on June 20, 2020, since on June 21, 2020, the state of alarm ended and the entire country entered into the so-called ""new normality"" (Madrid skipped phase 3).",2020-06-20,2020-06-20,2020-06-20,Spain,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Other; please list other enforcement mechanisms in the text entry),0
"On June 1, 2020, the Valencian Community transitions to Phase 2. The time slots for walking and playing sports will be eliminated, as well as for going out for children and the elderly.

 UPDATE: On June 21, 2020, Valencia enters into a new normality. The policy has ended.",2020-06-19,2020-06-20,2020-06-20,Spain,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),0
"The Community of Madrid ended its lockdown on June 21, 2020.",2020-06-20,2020-06-21,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On July 2, 2020, Asturias government announces the resolution of the liberation of outdoor activities. From July 3, people will be able to do outdoor activities as long as they wear a mask and social distancing of at least 1.5 meters can be assured. Citizens should also have no symptoms or recent contact with possitive cases.",2020-07-02,2020-07-03,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Voluntary/Recommended but No Penalties,NA
"July 2nd, 2020

Asturias, España.

Asturias government announces the resolution of the liberation of outdoor activities.

From the next day and onwards, people will be able to do outdoor activities as long as they wear a mask and social distancing of at least 1.5 meters can be assured. 

Citizens should also have no symptoms or recent contact with possitive cases. UPDATE: End Date: on Oct 15,2020 Asturias returned to Phase 2 lockdown - restriction of hotels and recomendation of staying at home- though not the alarm state or complete lockdown.",2020-07-02,2020-07-03,2020-10-15,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Voluntary/Recommended but No Penalties,104
The Valencian Community announced that people over 6 years old can only go outside - in indoors and outdoors spaces - wearing masks as long as it’s not possible to maintain the 1.5 meters of social distance.,2020-07-18,2020-07-18,2023-12-02,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),1232
"On July 20, 2020, The Government of Catalonia announced the expansion of regulations including a mandatory stay at home order to the counties of Sant Feliu de Llobregat (Barcelona), Figueres, and Vilafant (Girona). The restrictions will last 15 days. Residents are allowed to leave their home for essential errands, such as buying medicine.",2020-07-20,2020-07-20,2020-08-04,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),15
"On August 21, 2020, the Community of Madrid, Spain, advised residents to remain at home and urged people to avoid unnecessary trips and meetings without enforcing a mandatory lockdown as the number of cases increased rapidly over the previous days.",2020-08-21,2020-08-21,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Voluntary/Recommended but No Penalties,NA
"Spain: A judge has authorized a request by the regional government of Castilla y Leon to confine the 32,000 residents of Aranda de Duero, in Burgos province, due to a recent surge in cases. The lockdown will go into effect on 21 August and it will introduce measures similar to Phase 1 of the national deescalation plan that ended on 21 June. Residents will be able to come and go within the city limits, but entering and leaving Aranda will only be permitted for work or health reasons, to return to ones regular place of residence, to care for the elderly or for other reasons considered to be force measure.",2020-08-06,2020-08-21,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On 31 August, the regional health authority in Spain, Valencia region confined the 5,800 inhabitants of the municipality of Beniganim for two weeks, given the increase in coronavirus infections after a new outbreak began in mid-August.",2020-08-31,2020-08-31,NA,Spain,Municipal,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"From 9 September, the areas of Son Gotleu, Can Capes, La Soledat Nord and part of Son Canals, located in Palma, on the Spanish island of Mallorca, will be closed off for at least 15 days, beginning at 10pm. Residents will only be allowed in and out for essential business such as work, school and visits to the doctor. Closing time for bars and restaurants is set at 10pm and all religious services, except for funerals, are being suspended. Public parks, sports arenas and gyms cannot open during the confinement period.",2020-09-09,2020-09-09,NA,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),NA
"On September 10, 2020, it was announced by the administration of Aragon state, Spain, that the free entry and exit of people residing in the municipality of Andorra is restricted",2020-09-10,2020-09-11,2020-09-18,Spain,Municipal,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),7
"As of September 21, 2020, the Madrid region implements a partial lockdown on the worst-hit 37 zones of the capital. The restrictions will apply to areas where there are more than 1,000 cases per 100,000 people. The residents are only allowed to leave their zone to go to work, seek medical care or take their children to school.",2020-09-18,2020-09-21,2020-10-04,Spain,Provincial,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),13
