"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2019M02",7.732,"Unreliable",,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2019M01",297.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2019M01",293.86,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2019M01",104.84,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2019M01",193.1,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2019M01",297.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2019M01",104.84,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2019M01",178.443,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2019M01",10.577,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2019M01",4.08,"Unreliable",,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2019M01",297.94,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2019M01",104.84,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2019M01",103.075,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2019M01",48.099,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2019M01",27.269,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2019M01",10.577,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2019M01",4.08,"Unreliable",,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M12",1654.231,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M12",1575.825,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M12",430.262,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M12",1223.969,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M12",1654.231,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M12",430.262,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M12",874.712,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M12",270.851,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M12",78.406,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M12",1654.231,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M12",430.262,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M12",340.622,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M12",286.658,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M12",247.432,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M12",270.851,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M12",78.406,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M11",1620.386,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M11",1543.606,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M11",446.642,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M11",1173.744,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M11",1620.386,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M11",446.642,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M11",859.576,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M11",237.388,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M11",76.78,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M11",1620.386,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M11",446.642,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M11",337.996,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M11",281.356,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M11",240.224,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M11",237.388,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M11",76.78,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M10",1659.288,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M10",1598.123,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M10",475.818,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M10",1183.47,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M10",1659.288,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M10",475.818,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M10",871.762,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M10",250.543,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M10",61.165,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M10",1659.288,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M10",475.818,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M10",360.402,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M10",276.685,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M10",234.675,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M10",250.543,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M10",61.165,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M09",1711.934,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M09",1632.234,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M09",512.343,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M09",1199.591,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M09",1711.934,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M09",512.343,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M09",882.117,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M09",237.774,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M09",79.7,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M09",1711.934,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M09",512.343,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M09",367.459,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M09",262.195,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M09",252.463,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M09",237.774,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M09",79.7,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M08",2270.365,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M08",2190.083,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M08",710.241,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M08",1560.124,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M08",2270.365,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M08",710.241,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M08",1159.672,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M08",320.17,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M08",80.282,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M08",2270.365,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M08",710.241,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M08",499.375,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M08",343.38,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M08",316.917,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M08",320.17,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M08",80.282,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M07",2317.965,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M07",2242.032,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M07",789.39,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M07",1528.575,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M07",2317.965,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M07",789.39,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M07",1146.58,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M07",306.062,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M07",75.933,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M07",2317.965,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M07",789.39,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M07",518.88,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M07",320.84,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M07",306.86,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M07",306.062,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M07",75.933,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M06",2408.443,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M06",2329.064,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M06",835.615,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M06",1572.828,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M06",2408.443,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M06",835.615,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M06",1187.249,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M06",306.2,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M06",79.379,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M06",2408.443,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M06",835.615,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M06",515.084,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 35-44","2020M06",359.221,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 45-54","2020M06",312.944,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 55-64","2020M06",306.2,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 65+","2020M06",79.379,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15+","2020M05",2759.207,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-64","2020M05",2676.364,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 15-24","2020M05",856.42,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Youth, adults): 25+","2020M05",1902.787,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): Total","2020M05",2759.207,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 15-24","2020M05",856.42,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 25-54","2020M05",1457.228,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 55-64","2020M05",362.716,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (Aggregate bands): 65+","2020M05",82.843,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): Total","2020M05",2759.207,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 15-24","2020M05",856.42,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Unemployment by sex and age (thousands)","Total","Age (10-year bands): 25-34","2020M05",650.539,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
